No,Title,Artist,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,GENRE,KATEGORI EMOSI,Cover_url
735,Kasih Tak Sampai,Padi,72,21,28,-14,15,4:53,96,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1fjw7lH77bWJNF1A7G0J-dPNML1CvtGSq
736,Kepada Noor,Panji Sakti,130,23,66,-8,37,4:09,87,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1iajPa_ngP-Jv0AFmgOQHcrtSvWbibpAU
737,Jiwaku Sekuntum Bunga Kemboja,Panji Sakti,146,37,36,-8,35,3:50,91,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1oE83gZbo_DVG-UX5k-oSsgo45kbcJuVP
738,Bunga Abadi,Rio Clappy,79,41,37,-9,26,4:43,45,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1OYI4RQbIFVPsXRomkOWzbMPGnZDkDfbZ
739,Resah,Payung Teduh,136,29,42,-9,36,4:00,90,Keroncong,sad,https://lh3.googleusercontent.com/u/0/d/1nBDuEq_bvia0JPMb96pWefEML1zvXvMC
740,Hilmira,Dhika Fawaz,65,7,65,-19,16,5:02,98,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1vKh2BCve9GUVWP1BpnIGAUton6c-j2aG
741,Lalu Biru,Eleanor Whisper,140,55,39,-8,9,5:24,1,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/10snZepl3Y139YxjqoOVM-_wyuHysy2Dk
742,Berdua Lebih Baik,Acha Septriasa,152,66,59,-7,70,3:41,35,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/18Fy23J0fnhXh4mbVMWk-rKaFZOdjR-d1
743,Pencinta Wanita,Irwansyah,112,65,76,-7,64,4:12,14,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1nZwW6dVd1jWsKvDu4ZDQAGCPAS5uzAen
744,Sampai Menutup Mata,Acha Septriasa,176,13,29,-13,16,3:48,89,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1vnM1opA5S2Dccf8NH1EDHPg79NavrVAd
745,Kekasih Bayangan,Cakra Khan,148,33,45,-7,34,4:39,72,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1Jm55dm77Uq8nVhbsVNsyIKCZhPYpKf87
746,Cinta Terakhir,Ari Lasso,204,55,34,-6,31,4:00,13,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1AZlbJuczMVCn5rKtclKbp0cpPp6wq_tC
747,Serpihan Hati,Utopia,140,50,47,-8,24,4:02,23,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1syHTN9EpYL58qKgv2ob6KNWDj0LU1XWd
748,Antara Ada dan Tiada,Utopia,83,71,50,-6,25,4:02,7,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1QLq5UIwN7rtC1yNQP0GD9zHxTTDCAAsc
749,Rapsodi,JKT48,145,59,60,-7,49,4:11,56,International Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1xi26o5jqRcTnhTwek51Eixj9P8c8e-Ml
750,Perahu Kertas,Maudy Ayunda,77,37,37,-8,17,3:54,41,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1Qo-Tex2EdrqJELURaYb2GkH5peYEHLMr
751,Tiba-Tiba Cinta Datang,Maudy Ayunda,95,68,74,-5,88,4:01,65,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1NHf_ZQC90lYMPGu49Gxglq7v9n44c9Bb
752,Bersamamu,Vierra,141,24,44,-9,38,4:12,96,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1_H1QI3SLhqod0VL6TJDJkIGDZCc07S6L
753,Seandainya,Vierra,94,83,25,-5,48,4:23,8,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1T6k-V1wrokMSaHEtEzM5M6bEWB1Q7u72
754,Manusia Bodoh,Ada Band,160,64,52,-7,25,4:17,37,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1L0v0o1qSas1HxMsqJsybrslO3kij-7cD
755,Jaga Slalu Hatimu,Seventeen,135,66,47,-4,26,4:46,51,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1cplvpGYuToDr3FsElM0w4ALKc3VCe7Pl
756,Rumah Kita,God Bless,79,63,37,-7,14,4:48,4,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1SmyMz19GHR-P_uRQKW3CkGO1cqzoHpPD
757,Tuhan Sebut Sia-Sia,Amigdala,77,35,60,-11,11,5:17,94,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1VyS-KYFW23tthWWT8l5zEmlUh9RZe_Yv
758,Tunjukkan Cintamu,Nosstress,175,14,56,-11,34,2:36,95,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1T_16u_6q8tdMZcp8uYk-4ei5ajFup1nL
759,Tanpa Rasa Bersalah,Fabio Asher,120,30,61,-12,21,4:35,73,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1u4CTaaIxXRmbjIX_LYrv4M6foRXXcfQG
760,Rumah Singgah,Fabio Asher,78,23,42,-11,37,4:10,72,Pop,sad,https://lh3.googleusercontent.com/u/0/d/13jytNL-KXEiawp8J1W-l5ajHozJlHesi
761,Bertahan Terluka,Fabio Asher,78,35,33,-10,14,4:00,50,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1FXNOHIx_IquAZX2yk_KcsPK_h5988inC
762,Berharap Kau Kembali,Fabio Asher,126,27,51,-9,34,4:18,90,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1hBJPJRC5QYKKKSZJr4XtFx-LpzxP_hKj
763,Andai Aku Bisa,Chrisye,77,31,45,-8,16,4:39,57,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1FGTSwoW08fww_s5lFz76E91k3VTSaihZ
764,Sembuh Kembali,Shabrina Leanor,62,32,25,-7,17,4:36,95,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1_aSi-Dh1LDzYWg7zCF4KjUuS-_jh0vHE
765,Pancarona,Barasuara,90,90,49,-6,27,4:21,0,Rock,sad,https://lh3.googleusercontent.com/u/0/d/15iWXa8LkbY2NECLwLmzEeR_iqQom3vLH
766,Kamu,Coboy Junior,124,83,71,-5,56,3:56,14,Pop,happy,https://lh3.googleusercontent.com/u/0/d/18omTvYYtGAjzRAnCD2KgBg2MoqRH4E_1
767,Lomba Sihir!,Lomba Sihir,126,85,68,-5,83,4:15,1,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1mW5Lvk-UydQI8KDjZhxqt6T4-BLD2ByE
768,The Cut That Always Bleeds,Conan Gray,136,41,49,-6,25,4:03,59,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1-Fn9w900KYPA0Nf4ObbulQsw_x-2hT-I
769,Line Without a Hook,Ricky Montgomery,190,65,43,-5,51,4:09,26,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1T7-pf_jd7FVnojHRIB-ziePla8KptKUK
770,Reckless,Madison Beer,180,43,39,-7,26,3:22,81,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1pa7hBj_OSCVRfakDsKsrquolWKvtFEPQ
771,Happiness,Rex Orange County,105,24,40,-10,20,4:39,73,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1Clq7gF1vu9J3iiyKu3Vn4gLFWvoF3-uO
772,This December,Ricky Montgomery,140,87,66,-5,89,3:02,3,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1P-DkJtc_zuMOn2XGpRBi_KC6ofhxTwFa
773,December,Neck Deep,145,44,54,-8,47,3:38,63,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1jNXcsfqFYwOZ9VqBo3d4b1hJTB9PQkhw
774,Multo,Cup of Joe,208,56,47,-8,44,3:57,43,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1_3e8kzl-ZWtJdhYu7knAIu4HcBTdnac4
775,Wish You Were Here,Neck Deep,160,50,53,-6,54,4:08,43,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1TmhxO3Z5qazBvx00J-b_yQYcoRw6nks7
776,A Part Of Me (feat. Laura Whiteside),Neck Deep,130,82,43,-2,24,3:11,33,Rock,angry,https://lh3.googleusercontent.com/u/0/d/15dEpK6dJ0sTBxMCOKfnHSK8F8gXtC7_u
777,Homage,Mild High Club,73,47,55,-8,42,2:57,15,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/17a4hs3tRVZHvIlyZDMZfPqxBjoy4Nquy
778,HOMAGE FUNK,KIXIA,130,86,84,-2,48,2:02,5,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/13ParVtUdxmbnNepmweiAM_4WKP8SJMkE
779,Fly Me to the Moon,The Macarons Project,108,11,46,-16,32,3:03,92,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1Odwc9dTd5Py62xoyiM9Y47Oa3JcG-8ll
780,Space Song,Beach House,147,79,51,-7,63,5:20,22,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1f9ZMFiAZ-9wqWJdDxY0WMkhtd8sxAAvA
781,Prom Queen,Beach Bunny,144,80,53,-7,75,2:16,0,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/17zftBLs2z7dtAYoWgagBbFeG9e5LwiIx
782,blue,yung kai,97,32,75,-12,59,3:34,93,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1RxBQYR7E-vU4IJhrsOsY2lytaKghW8wC
783,Lemon Tree,Gustixa,122,48,78,-9,28,2:24,82,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1g3gnCICNfeOVWJMofN77928vjqefeAF5
784,Iris,The Goo Goo Dolls,156,72,32,-8,50,4:49,0,Rock,sad,https://lh3.googleusercontent.com/u/0/d/14e6w-w49lqihvELdo0u-A25zWN2buIZ7
785,Happy Nation,Ace of Base,96,86,67,-5,67,4:11,0,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1XTbyq4jP2jIt70iRAhq2kUO3wp1On2DM
786,Be My Baby,The Ronettes,130,77,51,-7,80,2:42,17,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1g8DYY5Q-aNiapbu_3C6YKa_GK-aHLKQc
787,Thank You,Dido,80,58,73,-10,76,3:37,30,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1JSe4ggXQnycI6es7RQnoDkYj0C2JnXjX
788,A Thousand Miles,Vanessa Carlton,95,83,56,-4,27,3:57,32,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1Cr7gtC0oSXLEWvDm6RNd7V2sRxjPXaRt
789,We Can't Stop,Miley Cyrus,80,62,61,-6,48,3:50,1,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1aV0Sy3PiaiuHp6eU2zhk40YT7c_N3LjE
790,Love You Like A Love Song,Selena Gomez & The Scene,117,68,86,-4,92,3:08,8,Rock,happy,https://lh3.googleusercontent.com/u/0/d/10mDjs98JTWK5wfJCDovdaS6jToq8vkev
791,Hey Jude,The Beatles,74,63,46,-7,59,3:58,9,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1md4c8oo5riCkixeHHinETvT42jtZotMk
792,Mockingbird,Eminem,84,68,64,-4,25,4:17,21,Hip-Hop,angry,https://lh3.googleusercontent.com/u/0/d/1DoUBydr9XKnr_pezWhReEuiam_dpKhpO
793,Dear God,Avenged Sevenfold,140,77,47,-6,60,6:34,1,Rock,angry,https://lh3.googleusercontent.com/u/0/d/13RZGYEhgXDvIpgYQDkUMn4A304hjPGko
794,A Little Piece of Heaven,Avenged Sevenfold,145,88,49,-6,67,8:00,2,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1bfgTg8BJueE6xeVS4woRAjsBbtW29u1z
795,Danger Line,Avenged Sevenfold,180,77,47,-6,38,5:28,0,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1_aIBEkM0lqvIzePM-zzF_V-m2lo2zGsu
796,Gunslinger,Avenged Sevenfold,163,73,32,-6,37,4:11,2,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1iTdRM7CipjSu9OSHknsZeUn0ZwnHgrTv
797,So Far Away,Avenged Sevenfold,152,71,29,-4,28,5:28,1,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1C7LZhJFUDpNKTbHYUGoZq3qJpAx7DbGa
798,Afterlife,Avenged Sevenfold,110,95,49,-4,41,5:52,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1bI1co_aLfeonEroe_5iVH4u04-05-spP
799,H,Luthfi Aulia,78,34,41,-12,46,3:28,82,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1tTV4nnajJ9GWpt7kYsjAOAHswPCijhuh
800,Bohemian Rhapsody,Queen,144,40,39,-10,25,5:54,29,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1oLd7DAxHVCSz0VG0zxI7hDuULvWW0ekj
801,Favorite Girl,Justin Bieber,176,68,58,-4,63,4:16,5,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1vtY04lROoJ9peY9xDLANeMRu5nlSvotp
802,Girls Just Wanna Have Some,Chromatics,115,63,67,-8,46,3:43,18,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1LYNkaKtRLJMBG2fM1tIX704NIXBblMmT
803,Ikat Aku Di Tulang Belikatmu,Sal Priadi,166,22,14,-9,7,4:24,84,Folk,sad,https://lh3.googleusercontent.com/u/0/d/1DSIDHeXWWMk8PK2gWNtEhGNaZLjfBudX
804,"Tersenyum, Untuk Siapa?",Hivi!,130,65,59,-6,45,4:35,20,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1BQ8vJQQ4PXGvPlXwqXqb47ZQND0N5p77
805,Berdua Saja,Payung Teduh,178,28,38,-9,25,4:27,60,Keroncong,relaxed,https://lh3.googleusercontent.com/u/0/d/1TTZ2MN-NXbTvJJBAvROM-HUvX4MJjxlk
806,Masa SMA,Angel 9 Band,151,60,46,-8,54,6:11,2,Pop,sad,https://lh3.googleusercontent.com/u/0/d/16OacLOlvOPOaXzdXh-7IP4YQ5uyGXaq4
807,Let Me Down Slowly,Alec Benjamin,150,56,65,-6,48,2:57,74,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Gn8_4s0cQc-0SQRd5jlWVL_wQkzMU5G7
808,Me And My Broken Heart,Rixton,174,78,55,-4,55,3:15,0,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1m94o77vTQTgC5s-d-OKAg6nBGTZzN8Am
809,Know Me Too Well,New Hope Club,123,70,75,-4,83,3:21,43,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1K-3Ams23FiwsSNiG-qy9qf0eTz5k2hHb
810,Kerasnya Kota,Davisiumbing,180,23,28,-12,28,4:13,65,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1x_-eIlSXwx4SraemMdTQfyyzazcPtCEX
811,Abadi - Indo Version,Dendi Nata,140,64,51,-7,44,4:06,12,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/14y-53_pyQAQRKbq8FCkRQ3XtW85eMHsi
812,Asmalibrasi,Soegi Bornean,140,56,72,-6,79,4:15,86,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1XnPbnCxEOSc7f8D7RgZOtK8sLZAf7m25
813,Langit Abu-Abu,Tulus,101,13,49,-11,37,3:38,91,Jazz,sad,https://lh3.googleusercontent.com/u/0/d/1niyCIsC8FWOZLOQ_uc6OaL_aY8Ho4FyA
814,Sakura Dalam Pelukan,Chrisye,113,79,63,-7,41,5:28,3,Pop,happy,https://lh3.googleusercontent.com/u/0/d/13ygS5zmia1mq5cPMNe8LLwC1iN5IIZdy
815,Sakura,Fariz RM,117,55,62,-11,40,6:25,55,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1jr86u8KgvGxnrc6nNzwrLO_Uu-VlIzbX
816,Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,111,34,59,-13,32,3:05,29,Pop,sad,https://lh3.googleusercontent.com/u/0/d/14vvQ0QE8OykehvZsw4aqBbVsFeMDvf71
817,Di Ini Januari,Pidi Baiq,77,19,52,-16,11,3:52,95,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1-YY0dAovFIx_m87qi0hrS3jNCS03sRVZ
818,Benci Untuk Mencinta,Naif,78,29,55,-10,18,4:09,72,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1ksezT7gmuR0Sy8wmGXG3-WBylWLNJnav
819,Haruskah Ku Mati,Ada Band,144,58,39,-5,47,4:43,9,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1ldtyo-jYbZYsEe0l8JpAQ3nQ06FeZh1B
820,Aku Yang Jatuh Cinta,Dudy Oris,172,35,25,-9,26,3:21,44,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1hVFw4SidgJwOAzCJ6vy5f_jXqnmRNN_j
821,Two Birds,Regina Spektor,151,50,55,-9,45,3:16,80,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1AGVnNHRVtiQTaSjUcfHcc-03KYwFu7f7
822,Treat You Better,Shawn Mendes,83,82,44,-4,77,3:07,11,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1Y1PrCiQkKw4qEghWG6k9OSuGaB2kwoOc
823,Price Tag,Jessie J,175,83,64,-4,67,3:41,3,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1C8BjarV_VBulXT9PE7DXGrryzqJoztru
824,Trouble Is a Friend,Lenka,118,83,66,-5,65,3:39,3,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1r-xufMMmpzgWYzJ2CrvdfioAbAMwZF3u
825,Before You Go,Lewis Capaldi,112,57,46,-5,18,4:06,60,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1rzcBqmT2vVmkaOye8cDYF3r0ib3ViYix
826,Pluto Projector,Rex Orange County,80,22,38,-11,19,4:27,71,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1f9Hr7NuomrPjdE52tULw7BldcPm4cSi4
827,Just a Friend to You,Meghan Trainor,140,27,53,-9,41,2:42,92,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1KA4VP-GHyslkKSUx__OK61JXcMXMjsyh
828,Make You Mine,PUBLIC,103,80,61,-4,64,3:52,1,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1l2e0K7uKcGMAoX3uq94otS_vHW4wO5S_
829,Put Your Head On My Shoulder,Paul Anka,116,34,55,-9,47,2:42,75,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1I0C3MbbgIn7vIxEo0xQuK96HqNrqNWvZ
830,A Piece of You,Nathaniel Constantin,75,53,48,-7,22,3:52,2,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1kP9J_gqaE6R9J4ejKWrHmtCjNODlGyL3
831,perayaan mati rasa,Umay Shahab,147,32,36,-11,33,4:45,87,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1SxU3goLVPrHlMu0CcKOXNfa6r814naKm
832,Sudah Tahu Tuhan Kita Berbeda,eńau,128,27,66,-9,35,3:30,17,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1nOJV0DWVGErkLhMTVoNd_JlH3pEUF2DK
833,Panasea,rumahsakit,142,68,43,-7,48,4:31,3,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1lkCS1KdBd80oKIb16E2Zl0QnPbmU9PaD
834,At My Worst,Pink Sweat$,92,42,81,-6,67,2:50,78,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/17pf1cql3JpESR_v0oi_emvm5SJ_Ewpwf
835,Angel Baby,Troye Sivan,72,56,56,-6,34,3:41,1,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/17_vJMx2rjewWAsPUcf5rLah9MY2_vPg5
836,Akad,Payung Teduh,92,71,50,-8,77,4:19,32,Keroncong,relaxed,https://lh3.googleusercontent.com/u/0/d/1C78bd4xo1hL85CQp-ibu4VuQn2CCnYzM
837,Girl In The Mirror - I,Sophia Grace,134,72,86,-6,94,3:37,4,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1yZg2oXd9ZxValnzSChwkmEXyKAceFKWQ
838,Deslocado,NAPA,76,46,57,-8,41,3:00,15,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1Uwa2QeG2B3R3kjlRkr3zlIl9gPIju9CI
839,Di Ujung Jalan,SAMSONS,140,65,41,-3,26,3:53,5,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1UtJDJgs345SpwSPNKEIPV4m70O2VdKQT
840,Hey There Delilah,Plain White T's,104,29,66,-11,30,3:52,87,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1C9VsFhtLD5cObbrAT0qWwwRJu__zlqIu
841,less,Olivia Rodrigo,164,8,43,-14,21,3:14,96,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1Xu_I2Ls7IWTtYDgb5SEpkgBGEh8NI3Ab
842,Sandiwara Semu,rumahsakit,166,84,52,-5,59,4:24,7,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1SIxqVi5SLbEzHnOpP-uuyJq22LgCbY9q
843,Kuning,rumahsakit,140,89,47,-5,62,4:29,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1KqW92m33AXSQ62rMFTqcYElveVSIE1ZM
844,Anomali,rumahsakit,120,78,59,-6,51,4:44,34,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1fmShNAo6ipzkWbtnOjjVbM5kYi5_D3k0
845,Kabar Bahagia,rumahsakit,138,87,49,-5,73,3:36,10,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1ltiqbCy4Bw-_Urw7JraBM7fX61quPGae
846,Duniawi,rumahsakit,152,55,42,-5,31,4:55,21,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1a7lQga26ZOpcC3I-REUWu_M7tELJ5uIC
847,"Merry Christmas, Please Don't Call",Bleachers,112,73,53,-9,30,3:19,21,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1RAV29wnsuprogKLCNbiPxuD7iErgvjwU
848,Magnolia,Magnolia Celebration,130,50,49,-12,55,4:16,13,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1iB9MB2bx-8fdzLt77eczGLliwQIxUas-
849,Promise,Laufey,76,11,26,-17,9,3:54,94,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/12YPgBXdfAWUte7jSeZ2cS8DTPiGpMfiu
850,From The Start,Laufey,81,34,55,-10,83,2:49,89,Jazz,sad,https://lh3.googleusercontent.com/u/0/d/1vaYHHAKPNbTs7wS7atysMJaywVB0lo9-
851,Letter To My 13 Year Old Self,Laufey,92,14,52,-15,24,4:22,97,Jazz,sad,https://lh3.googleusercontent.com/u/0/d/1WhCaAI1Kd6Uqvv64sfZxE8okNfIC2Ggd
852,Mystery of Love,Sufjan Stevens,132,27,37,-17,24,4:10,94,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/15SG9GROQ0r8WkA8q3Lun_4sFRJ-LVBJM
853,Nothing,Bruno Major,140,27,56,-16,27,2:47,93,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1JtRffXhQj6JmuGbtF9BeurSqgLj__956
854,You're Gonna Live Forever in Me,John Mayer,136,13,54,-14,32,3:10,98,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1NpSufynmppzYqiTqEyOq_Twdh7Rjw9Hl
855,Bila,Aku Jeje,107,23,36,-13,18,2:32,79,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1Ko6y7aymq0y_d_RZ42V_ic-HIzZFAjy4
856,Mewangi,Banda Neira,141,14,29,-22,20,5:58,96,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/10NwB9ivuW2r42NvgtvYi5IIEZYdilECC
857,Mimpilah Seliar-liarnya,Banda Neira,124,22,66,-16,47,3:29,95,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1YHqemcJCA1rl95W1XDOvSzcrHKwUX58t
858,Argata,Romi Jahat,120,77,59,-6,58,4:29,7,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1tK36pDEhw7k9lbQB77-I5W4ZfoCCZyUn
859,Feels Like We're Still a Lover,Aldi Haqq,142,42,49,-7,12,4:53,3,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/19VfYY-cL1DiMUHJyD03zYc8sQYj__pUw
860,Aku Bisa,Namoy Budaya,148,80,69,-5,61,5:31,38,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1tImcgys6jlg35L9KefX7ctlVQtHcWFlu
861,anything,Adrianne Lenker,84,29,39,-13,51,3:21,77,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/13bfO4ywqZQpkYbHbQ99nZ3D-X2kpQdkG
862,On Bended Knee,Boyz II Men,117,51,64,-8,18,5:31,37,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1mssqV3VelDHqLEzUp50rKGW3flliq7z3
863,Keabadian,Reza Artamevia,135,57,61,-6,43,4:10,32,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1_W2us22zDYfULNVWmiB-UHNIJ73Bxnjv
864,Beautiful (feat. Camila Cabello),Bazzi,100,72,64,-5,25,3:00,35,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1SHM0j4u78k_bLMpCwPRdHcxml7ws5Wcd
865,Aku Harus Pergi,Whisnu Santika,150,63,57,-7,28,3:52,79,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1TIUQgJR9nBZxBNwVT1hqDhbYVADyE7xW
866,Sepenuh Hati,Rony Parulian,74,56,39,-7,45,4:07,51,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1zW9dDP-Nl6swizVuPVvWBU6T3uX9iCwy
867,That Somebody,Rafi Sudirman,71,46,61,-8,44,4:43,71,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1Q8Yk64kHq2X5v2NIyKw7oME5Uscem8A0
868,White Keys,Dominic Fike,82,55,71,-9,84,2:24,79,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1bLcpc6pxp1klsGaNLpa0lFSPIDwOONoG
869,That's What I Like,Bruno Mars,134,56,85,-5,86,3:27,1,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1l94VY-HFUjsvZax6AZOcpAJGz624U4Qp
870,seasons,wave to earth,60,28,37,-11,16,4:16,78,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1XHQMMuhhP5rLyYzb8CUGu-whm3IKRtly
871,bittersweet,Madison Beer,110,62,63,-7,18,3:22,74,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1bGA_lRYA4MpjUbQiOIa_NIB2H8WPhIJm
872,First And Last,4BOUT,184,28,35,-8,9,3:15,78,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1pX0c6s_f3FD3tytPtT4eszUofqjmI3tt
873,Staying,Lizzy McAlpine,136,21,50,-11,33,2:31,84,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1b83INLm5KXr8e0a2Xd1vWArG9K_Ui34I
874,TEMAN KU SEMUA PADA JAHAT TANTE ENAK DONG,R'PRO REVOLUTION,114,91,67,-2,50,1:42,6,Hip-Hop,relaxed,https://lh3.googleusercontent.com/u/0/d/1Qskr8z3OZczZsyxeEsg7gzYmbypgnrvD
875,Mari Bercerita,Payung Teduh,82,28,32,-10,23,5:01,86,Keroncong,relaxed,https://lh3.googleusercontent.com/u/0/d/1MIImbsmgEbRZ5HzyZ4DRmXivW4ghkABC
876,The Pluto Song,HVZH,90,36,56,-13,71,3:18,38,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1FEu3tkKoRCp_s7NZqIZ8Fb__SZWUrHBP
